sub,run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
sub-pa1372,1,0.0232744,-0.3863931,-0.7544067,-1.0500684,-1.2523767,-1.3518684,-1.3510088,-1.2624632,-1.1057093,-0.9033707,-0.6780119,-0.44923994,-0.23149863,-0.03378166,0.13881949,0.28379354,0.40115628,0.4931435,0.5626464,0.6117742,0.64199305,0.6552657,0.65442646,0.64213717,0.61938,0.5845849,0.5341041,0.46409374,0.372581,0.26034367,0.13067071,-0.010999562,-0.15746145,-0.30100113,-0.43492064,-0.5538107,-0.6533099,-0.73061955,-0.7850588,-0.817874,-0.83186334,-0.8314582,-0.8224291,-0.8100761,-0.7968029,-0.7808568,-0.75650305,-0.7149449,-0.6459189,-0.5400655,-0.39120728,-0.19763377,0.03731906,0.3049414,0.5915105,0.88018763,1.1541654,1.3992206,1.6046344,1.7632792,1.8714439,1.9280815,1.9334259,1.8875608,1.7899619,1.6401099,1.4378058,1.1831641,0.8777104,0.5259465,0.13557124,-0.28336802,-0.7188502,-1.1565982,-1.5801064,-1.9711287,-2.310301,-2.578729,-2.7609577,-2.847219,-2.8331358,-2.7184532,-2.5071678,-2.208672,-1.8375771,-1.4112955,-0.94721234,-0.46145952,0.030906495,0.5153828,0.9774937,1.4023685,1.7748019,2.080247,2.306704,2.4467435,2.4987793,2.4673905,2.3629315,2.2001615,1.9955469,1.7640903,1.5168974,1.2601414,0.99610424,0.7256458,0.44945744,0.167375,-0.12150591,-0.41696212,-0.7168726,-1.0183624,-1.3180493,-1.6103327,-1.8859049,-2.1317182,-2.3312497,-2.464948,-2.5126574,-2.4581661,-2.2933404,-2.019868,-1.6491722,-1.2013887,-0.70271546,-0.18134545,0.3358188,0.8249001,1.2666708,1.648097,1.9616268,2.2019432,2.3635187,2.4412663,2.4327414,2.3396535,2.1676974,1.925365,1.6234692,1.27495,0.893164,0.48959538,0.07310349,-0.34917587,-0.7705407,-1.1839864,-1.5816519,-1.953729,-2.287175,-2.5648165,-2.7648067,-2.8606842,-2.8233435,-2.626198,-2.2529595,-1.7055538,-1.0092418,-0.21209575,0.62213224,1.4244791,2.1301572,2.6851385,3.050136,3.2029,3.1391726,2.8715374,2.4265232,1.8416191,1.1627543,0.4412572,-0.27065864,-0.92492497,-1.4814827,-1.9112781,-2.1987357,-2.342213,-2.350965,-2.2393024,-2.0217702,-1.7129092,-1.3298851,-0.8935038,-0.42639777,0.049521305,0.51444286,0.9503437,1.3399693,1.6668115,1.9163281,2.0771844,2.141827,2.1067517,1.9727203,1.7447723,1.4324733,1.0508566,0.620925,0.16800451,-0.2817287,-0.7043768,-1.0798293,-1.3917733,-1.6265324,-1.7720815,-1.8191333,-1.76373,-1.6091771,-1.3670427,-1.0574175,-0.706679,-0.34238455,0.011252174,0.33479285,0.61357385,0.837959,1.0026069,1.1035422,1.1346637,1.0867697,0.9506526,0.723165,0.41299036,0.04299167,-0.3512516,-0.72604716,-1.0371541,-1.2483827,-1.3381915,-1.3027053,-1.1548,-0.91987336,-0.629645,-0.3153579,-0.0022110953,0.29309052,0.56103545,0.7957194,0.99170524,1.1427728,1.2422607,1.2842795,1.265088,1.1842613,1.0454015,0.8559876,0.6265691,0.3697702,0.09871308,-0.17499715,-0.44163522,-0.691055,-0.90993685,-1.080928,-1.1845411,-1.2039577,-1.1308041,-0.9685261,-0.73211,-0.4454664,-0.13777998,0.16069195,0.4225557,0.62645817,0.7601764,0.82309455,0.8258494,0.7864417,0.72427577,0.6546408,0.5865998,0.5247716,0.47161946,0.42697462,0.38517487,0.33281574,0.24943103,0.11124772,-0.10303175,-0.40614927,-0.79798603,-1.2634463,-1.7715609,-2.276612,-2.7230384,-3.0531907,-3.214974,-3.1681657,-2.8902802,-2.3813493,-1.6652253,-0.7869429,0.1926779,1.2048079,2.1819847,3.0661247,3.8118498,4.3855615,4.763877,4.933023,4.888458,4.6347766,4.1858263,3.5639079,2.7980993,1.9224099,0.9738404,-0.00854747,-0.9830143,-1.9054816,-2.7324488,-3.4244227,-3.9478931,-4.2765822,-4.39307,-4.2906413,-3.9750683,-3.4661796,-2.7981915,-2.018064,-1.1824178,-0.35319477,0.40814546,1.0462105,1.515126,1.7807293,1.8232231,1.6399162,1.2467728,0.6786374,-0.011895495,-0.7575073,-1.4803381,-2.0969644,-2.5263014,-2.7005618,-2.5751894,-2.134837,-1.3957001,-0.40406182,0.76967424,2.0393496,3.3105786,4.4873424,5.479116,6.207946,6.61382,6.658134,6.3259263,5.626454,4.5912957,3.2708964,1.7315134,0.05240028,-1.6785914,-3.3703184,-4.9326935,-6.280576,-7.3380957,-8.043211,-8.352536,-8.245665,-7.727559,-6.8287554,-5.6038246,-4.1282444,-2.4931808,-0.79745215,0.86215764,2.3988397,3.7400727,4.8292084,5.625377,6.102988,6.252515,6.0820365,5.6173077,4.900055,3.9857223,2.9407701,1.8384947,0.7532677,-0.24555267,-1.0989413,-1.7622441,-2.2080674,-2.4289792,-2.4391923,-2.2722087,-1.9743701,-1.597598,-1.1928365,-0.8038357,-0.46230268,-0.1861166,0.01963791,0.15996374,0.24571963,0.28862178,0.2978367,0.27930534
sub-pa1372,2,-1.4723988,-1.611648,-1.7135785,-1.7832347,-1.8205818,-1.8194289,-1.7667927,-1.6433886,-1.4274789,-1.1020201,-0.6609028,-0.11087876,0.52928394,1.2290354,1.9455419,2.6257057,3.212798,3.655541,3.9153678,3.9696543,3.8122668,3.4536428,2.9201732,2.2518575,1.4988688,0.7169836,-0.03898266,-0.7220779,-1.2977772,-1.746105,-2.0625024,-2.256819,-2.3493288,-2.3657324,-2.334371,-2.285177,-2.2476864,-2.2481108,-2.3068633,-2.4359071,-2.6347995,-2.8870869,-3.1604116,-3.4106448,-3.5864038,-3.632441,-3.4952936,-3.1322696,-2.518694,-1.6503397,-0.5447024,0.7564477,2.1868382,3.6605663,5.079906,6.3436103,7.35566,8.034481,8.321261,8.185401,7.6258054,6.6685977,5.3636055,3.7812898,2.009208,0.147311,-1.6969355,-3.4136992,-4.8979235,-6.058513,-6.8266525,-7.1612873,-7.0532823,-6.528849,-5.6491284,-4.5033875,-3.1973248,-1.8402997,-0.5343262,0.63383293,1.5967834,2.3077471,2.741096,2.892706,2.7787547,2.432495,1.9004158,1.2390755,0.51222235,-0.21303019,-0.87134135,-1.4050233,-1.7698259,-1.9391264,-1.9048203,-1.675007,-1.2708162,-0.7243529,-0.07707553,0.6228732,1.3241339,1.9755629,2.5297842,2.9467826,3.1966343,3.2613811,3.1368077,2.8335183,2.3761468,1.8011045,1.1539549,0.4860968,-0.15028653,-0.70866543,-1.1540072,-1.4662515,-1.6416377,-1.6924419,-1.6440761,-1.5295202,-1.38355,-1.2385654,-1.1212914,-1.0493869,-1.0291877,-1.0562809,-1.1178845,-1.1948571,-1.263571,-1.2989799,-1.2785659,-1.1863053,-1.0163133,-0.7750242,-0.48032472,-0.15780717,0.16415036,0.45906183,0.7058984,0.8907266,1.0063901,1.051352,1.0287416,0.9458477,0.81415266,0.64962417,0.47213632,0.3032715,0.16308922,0.06744075,0.026954325,0.047006965,0.12779753,0.26498497,0.45089334,0.67508495,0.9239332,1.180251,1.4240136,1.6340284,1.7894529,1.8706807,1.8601458,1.7434167,1.510654,1.1586019,0.69276935,0.12887421,-0.5071226,-1.1802578,-1.8488313,-2.4683795,-2.9976494,-3.4039607,-3.6643305,-3.7627544,-3.6874735,-3.430623,-2.990307,-2.3743105,-1.6036891,-0.7138405,0.24731825,1.2220641,2.146074,2.9538224,3.5861144,3.9975836,4.16196,4.0736294,3.74557,3.2056355,2.493507,1.658835,0.7585415,-0.14821915,-1.0051115,-1.7606813,-2.368882,-2.7918832,-3.0053592,-3.0025976,-2.7951324,-2.4113038,-1.8942662,-1.2980912,-0.6809289,-0.09785534,0.40369353,0.7867082,1.0276035,1.119093,1.0709137,0.9071364,0.6614343,0.37287608,0.082461655,-0.17115174,-0.35649738,-0.4528581,-0.4518742,-0.35745522,-0.18375143,0.048280165,0.31408674,0.5879688,0.8455048,1.0657579,1.2320834,1.3316784,1.3554391,1.2988187,1.1628335,0.95420134,0.68450075,0.36877078,0.023794804,-0.33378804,-0.689425,-1.0320985,-1.3537863,-1.6464815,-1.8988036,-2.094398,-2.2126975,-2.2316465,-2.1313055,-1.8967541,-1.5199134,-1.0017292,-0.35540044,0.39111626,1.1957462,2.0065172,2.767124,3.4215147,3.9176126,4.2112346,4.26974,4.0742373,3.6209366,2.9228532,2.0108535,0.93262756,-0.24978812,-1.4635111,-2.6306248,-3.676343,-4.536539,-5.161697,-5.517746,-5.586231,-5.3648925,-4.868154,-4.1272426,-3.1898973,-2.1182768,-0.9832676,0.14367127,1.1975968,2.1244442,2.8834827,3.448508,3.8080564,3.964934,3.9346457,3.7423108,3.4188054,2.9975657,2.512882,1.9987128,1.4867471,1.0045098,0.57493436,0.21672207,-0.05659632,-0.2394384,-0.3364599,-0.36199355,-0.3369242,-0.28456554,-0.22656299,-0.1795385,-0.15378165,-0.15476114,-0.1860028,-0.2513411,-0.35581073,-0.50502086,-0.7034652,-0.953014,-1.2521281,-1.5950798,-1.970572,-2.3599246,-2.735931,-3.0642743,-3.3080144,-3.4334414,-3.415249,-3.239363,-2.9027925,-2.411645,-1.7789373,-1.0235486,-0.17113225,0.7439933,1.6786274,2.5837553,3.409453,4.109287,4.643755,4.9831867,5.109875,5.019192,4.7198367,4.233057,3.5905013,2.8313131,1.9995209,1.1414611,0.3023179,-0.47782493,-1.1673094,-1.745072,-2.2010903,-2.534353,-2.748957,-2.85086,-2.8475442,-2.7501688,-2.5755343,-2.3460395,-2.0883062,-1.8311673,-1.6024967,-1.4247067,-1.3099022,-1.2569537,-1.2521932,-1.272369,-1.2873576,-1.2624526,-1.1620833,-0.9560746,-0.62655616,-0.17233585,0.39031634,1.0299052,1.704124,2.3650904,2.9644477,3.4581378,3.810356,3.9960403,4.001819,3.8258305,3.4769902,2.9742937,2.34625,1.629687,0.86700505,0.10194795,-0.62503797,-1.2808342,-1.842898,-2.3012369,-2.6574485,-2.919756,-3.0957642,-3.1867678,-3.186273,-3.0829394,-2.8665009,-2.5336308,-2.0912018,-1.5571898,-0.960223,-0.337852,0.26657617
sub-pa1387,1,0.017128598,-0.86482066,-1.6816261,-2.3850932,-2.9338646,-3.2949798,-3.4456344,-3.3770018,-3.0994596,-2.6453857,-2.0660913,-1.4236556,-0.7817128,-0.19838053,0.27821463,0.6129073,0.7854112,0.79090124,0.63984215,0.35777763,-0.015584948,-0.42921135,-0.8258286,-1.1484702,-1.3475034,-1.3871852,-1.2503266,-0.94009405,-0.47883573,0.0958679,0.73685265,1.3930032,2.0139759,2.5540595,2.9753406,3.250047,3.3619475,3.3070607,3.093778,2.7416975,2.2786167,1.7366282,1.1488993,0.5475939,-0.037647236,-0.5813882,-1.0648514,-1.4788387,-1.8251792,-2.1151009,-2.365344,-2.5937588,-2.8153133,-3.039001,-3.2657254,-3.4870696,-3.6854413,-3.8360598,-3.9104211,-3.8801124,-3.7196515,-3.407788,-2.927773,-2.267731,-1.4221302,-0.39453986,0.7991492,2.1283193,3.5467713,4.9935184,6.395259,7.670259,8.733019,9.499548,9.893254,9.85089,9.328236,8.305834,6.7943873,4.838568,2.5181282,-0.054703396,-2.7424185,-5.3934774,-7.854763,-9.981731,-11.645609,-12.739796,-13.186822,-12.945059,-12.013415,-10.432794,-8.285218,-5.692016,-2.8099062,0.177718,3.0747638,5.689194,7.8499503,9.422192,10.318947,10.50786,10.012911,8.911152,7.3243055,5.4057717,3.3241103,1.2448645,-0.685753,-2.35194,-3.673321,-4.6051016,-5.135274,-5.280836,-5.083944,-4.6070566,-3.9249074,-3.112385,-2.2310195,-1.3193864,-0.39204687,0.552418,1.5193543,2.5069916,3.4954379,4.4354353,5.2447147,5.8190517,6.054145,5.86881,5.222428,4.1225634,2.6219177,0.8092833,-1.1986111,-3.263339,-5.2341785,-6.9636493,-8.32462,-9.219839,-9.580789,-9.364071,-8.555072,-7.179077,-5.3108974,-3.0750785,-0.6370851,1.8111413,4.070693,5.959156,7.333333,8.106491,8.258051,7.8349895,6.9439955,5.7338557,4.3706293,3.0113735,1.782033,0.7632474,-0.014260245,-0.5660233,-0.94372034,-1.2184348,-1.4592983,-1.7141198,-1.9977784,-2.2905586,-2.5471663,-2.7138786,-2.7458978,-2.618105,-2.329284,-1.9026453,-1.3837129,-0.83462137,-0.3227282,0.09476978,0.3831393,0.5345011,0.5648813,0.5054261,0.38993943,0.24431892,0.08291791,-0.0889695,-0.2694533,-0.452594,-0.6228913,-0.75649834,-0.8272281,-0.81154126,-0.69106555,-0.45425862,-0.097991005,0.37056366,0.9316443,1.551598,2.1842132,2.7745647,3.264214,3.5970347,3.726028,3.6223052,3.2844565,2.7427912,2.0554104,1.2971537,,,,,,,-2.2155914,-2.5993032,-3.1028373,-3.7605484,-4.572074,-5.496166,-6.4515495,-7.3262773,,,,,,,,-0.31060997,2.4242399,5.239589,7.9573846,10.400377,12.407033,13.845924,14.626711,14.704827,14.080995,12.798163,10.937192,8.611281,5.9586973,3.13339,0.29334402,-2.4131014,-4.8597984,-6.9488134,-8.609903,-9.799127,-10.499283,-10.720613,-10.500069,-9.898538,-8.995484,-7.880693,-6.6443787,-5.367647,-4.114532,-2.9264555,-1.820957,,,,,,,4.0869055,4.6225452,5.0061593,5.207573,5.2096457,5.0128365,4.635803,4.1112266,3.4802258,2.7888443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.023748,4.521311,5.8279624,6.838475,7.4720206,7.6834707,7.4681573,6.859138,,,,,,,-2.0562062,-3.0150018,,,,,,,-2.3777544,-1.6948891,-1.0519376,-0.49865153,-0.06762995,0.22565416,0.38266626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.372952,1.2506775,1.0659499,0.8247608,0.5355271,0.2085047,-0.14266884,-0.4990909,-0.8376368,,,,,,,,,,,,,,
sub-pa1387,2,0.16988191,-0.9561183,-2.038118,-3.025165,-3.8712573,-4.5377245,-4.995353,-5.2257867,-5.2220035,-4.98883,-4.544029,-3.9187963,-3.1561906,-2.307502,-1.4275993,-0.57008404,0.21722545,0.8956836,1.4375292,1.8264354,2.057615,2.1374109,2.0821722,1.9166272,1.6719327,1.3832428,1.0867324,0.8165587,0.6022567,0.46645078,0.42277986,0.47434857,0.6130513,0.82044387,1.0707656,1.3349566,1.5835117,1.7878191,1.9214542,1.9621724,1.8939129,1.7082027,1.4050326,0.99341244,0.491624,-0.07332298,-0.6677674,-1.2548573,-1.7981409,-2.2639933,-2.6228044,-2.8501606,-2.9289372,-2.8516173,-2.6216512,-2.253796,-1.7737994,-1.2170758,-0.62594557,-0.04567105,0.48003057,0.9133008,1.2257574,1.401004,1.4356502,1.3387365,1.1298283,0.8361914,0.48931003,0.12117076,-0.23849818,-0.5631806,-0.82941014,-1.0166149,-1.1075654,-1.0897423,-0.95765275,-0.7155384,-0.379079,0.025470583,0.46475962,0.9026479,1.3036655,1.6355622,1.8716352,1.992903,1.9896389,1.8620747,1.6204845,1.2844859,0.88119864,0.4426169,0.00286929,-0.40487722,-0.75255334,-1.0214219,-1.2037919,-1.3012078,-1.3211707,-1.2745504,-1.1739696,-1.0329454,-0.86596143,-0.68887347,-0.51818824,-0.36885014,-0.25178987,-0.1724015,-0.13015829,-0.11906085,-0.12857604,-0.1451523,-0.15471962,-0.14577189,-0.11155466,-0.05032705,0.035889246,0.14295991,0.26600522,0.40042505,0.5424118,0.68810046,0.8309189,0.95910907,1.0561779,1.1041646,1.0877913,0.9983393,0.8364559,0.6132611,0.34939867,0.07175827,-0.19109862,-0.41307023,-0.57391775,-0.6618146,-0.6739644,-0.61551154,-0.4983662,-0.34037173,-0.1636398,0.008746792,0.15664175,0.26553434,0.32729903,0.3391326,0.30140942,0.21602298,0.08625333,-0.08195511,-0.27815282,-0.48646894,-0.68662953,-0.8569042,-0.9786266,-1.0409701,-1.0432153,-0.992962,-0.90188235,-0.7811848,-0.63797414,-0.47421893,-0.28974888,-0.08768749,0.121938415,0.32313138,0.49809766,0.6315703,0.7130066,0.7362509,0.6984194,0.60006994,0.44641635,0.24758773,0.01703844,-0.23072466,-0.4813847,-0.72036886,-0.93157744,-1.0965471,-1.1944814,-1.2034488,-1.1038544,-0.8842554,-0.5461735,-0.10421016,0.4179371,0.99259883,1.5924743,2.1931567,2.7736585,3.315559,3.8009188,4.2087917,4.511535,4.6734157,4.652897,4.4080396,3.903934,3.1209316,2.0618296,0.7561637,-0.73941123,-2.3450928,-3.9658964,-5.5011377,-6.852567,-7.931813,-8.66893,-9.020036,-8.970313,-8.531523,-7.736015,-6.6302156,-5.2693324,-3.7131991,-2.0236843,-0.26437515,1.4988589,3.1981628,4.76463,6.129952,7.2300906,8.010816,8.433186,8.477583,8.1461,7.4632897,6.474924,5.245012,3.851867,2.3833084,0.93006635,-0.422849,-1.6046709,-2.5641344,-3.2703063,-3.7103016,-3.8864717,-3.8153284,-3.5273511,-3.0641255,-2.4718874,-1.7951608,-1.074184,-0.34677377,0.3465725,0.95744604,1.4297341,1.7083105,1.7522218,1.5455115,1.1018046,0.46310687,-0.30461323,-1.117851,-1.8840737,-2.5115442,-2.9198556,-3.0515869,-2.883807,-2.4352722,-1.7657142,-0.9666543,-0.14571741,0.5912198,1.1551144,1.4835786,1.5451897,1.3383286,0.88577676,0.2289366,-0.57562584,-1.4590749,-2.3446097,-3.1520047,-3.8011258,-4.215316,-4.3264656,-4.083112,-3.4611576,-2.4744487,-1.180889,0.32056156,1.9036684,3.4352245,4.7946787,5.888136,6.655809,7.0743666,7.1558623,6.9440846,6.5077972,5.9297996,5.2928267,4.6658006,4.094203,3.596405,3.1650891,2.771626,2.3724082,1.9170815,1.35757,0.6561069,-0.20872755,-1.2384593,-2.4135118,-3.6938174,-5.022021,-6.330026,-7.5474005,-8.609173,-9.461547,-10.065159,-10.395202,-10.43784,-10.185124,-9.631948,-8.77591,-7.6190577,-6.1716547,-4.458023,-2.5222216,-0.43057743,1.7301896,3.8586664,5.846559,7.58757,8.987684,9.9755535,10.509776,10.581726,10.214685,9.460299,8.393146,7.1040683,5.692502,4.257722,2.889095,1.6566447,0.6045298,-0.25006583,-0.91233885,-1.4022614,-1.7471867,-1.976015,-2.114887,-2.184765,-2.2020478,-2.1819575,-2.1419623,-2.102299,-2.0829022,-2.0988405,-2.156875,-2.253537,-2.3743455,-2.494956,-2.584384,-2.6088214,-2.5353642,-2.3366482,-1.9961033,-1.5110265,-0.8923043,-0.16343561,0.6386791,1.4619925,2.2387495,2.8881917,3.3252544,3.4747312,3.2836008,2.7258725,1.8038958,0.55209094,-0.95776343,-2.6143317,-4.2705374,-5.7548156,-6.8904305,-7.5206995,-7.534899,-6.888817,-5.6154428,-3.8234756,-1.6833731,0.596498,2.7988386,4.7265234,6.226669,7.205265,7.6308618,7.528591,6.9676332,6.0461416,4.876879,3.574885,2.247163,0.9849132
sub-pa1416,1,-0.21892497,0.5202015,1.2179967,1.8242245,2.2955203,2.598011,2.7106993,2.629397,2.3689396,1.9614016,1.450794,0.8870507,0.3206826,-0.2025172,-0.6468522,-0.99099416,-1.2288429,-1.3661863,-1.4158286,-1.393838,-1.3174336,-1.2041645,-1.0715628,-0.9366163,-0.814713,-0.71756065,-0.6507549,-0.6130468,-0.59800166,-0.5966055,-0.5995276,-0.5988164,-0.58884245,-0.5660086,-0.5275332,-0.47071868,-0.3935557,-0.295943,-0.18028791,-0.05090805,0.087172255,0.22910802,0.37102252,0.51100755,0.6492124,0.786231,0.92109776,1.0506479,1.1701528,1.2739182,1.3554794,1.408092,1.4258156,1.404717,1.3435057,1.2432147,1.1062248,0.93539506,0.7339599,0.50613344,0.2577178,-0.0037411973,-0.26936454,-0.53017944,-0.77882564,-1.0104644,-1.2224203,-1.4133416,-1.582276,-1.7274432,-1.8449625,-1.9283955,-1.9697126,-1.9604883,-1.8913954,-1.7508782,-1.525958,-1.2061828,-0.78875065,-0.28180757,0.29542598,0.91447234,1.5399157,2.1323283,2.6518981,3.0618339,3.3309731,3.4358408,3.3624601,3.1082544,2.683852,2.1134596,1.4324652,0.68219125,-0.09635347,-0.8665579,-1.5971456,-2.2621596,-2.8411567,-3.3184388,-3.6808155,-3.914878,-4.0054684,-3.9369864,-3.6972945,-3.2818723,-2.696425,-1.9580082,-1.0948997,-0.1447297,0.8485343,1.8370796,2.7709146,3.5999942,4.277716,4.765344,5.0358844,5.0762553,4.887838,4.4857883,3.8971431,3.1579306,2.3092299,1.392371,0.44535482,-0.49796382,-1.4074302,-2.2566936,-3.0236123,-3.6898859,-4.2399354,-4.660124,-4.9386053,-5.065237,-5.0315495,-4.8310256,-4.459875,-3.9190707,-3.2179363,-2.3778458,-1.4338888,-0.43314704,0.57029885,1.5218803,2.372379,3.0820694,3.623343,3.982035,4.157344,4.160444,4.0124855,3.7429502,3.3879402,2.9866135,2.5759356,2.186076,1.8376241,1.5405303,1.2944938,1.0902586,0.9114001,0.7365624,0.5422754,0.30611512,0.00942916,-0.36097667,-0.81192535,-1.3428153,-1.9441686,-2.5968273,-3.2724824,-3.935051,-4.5429277,-5.052287,-5.420131,-5.6059375,-5.5729165,-5.290933,-4.7418714,-3.9257932,-2.8649626,-1.6039004,-0.20562403,1.2547901,2.6978438,4.046832,5.233572,6.2025924,6.9136763,7.3423843,7.478632,7.323986,6.8890476,6.1925282,5.262049,4.135204,2.8594477,1.490193,0.08744203,-1.2884811,-2.5815153,-3.743498,-4.735715,-5.528315,-6.0984135,-6.428952,-6.5103326,-6.3435516,-5.941645,-5.3286824,-4.5377297,-3.6087492,-2.5868094,-1.5203619,-0.45810091,0.5561103,1.4878377,2.3130023,3.0147722,3.5792212,3.9930527,4.244581,4.3265395,4.2387457,3.989667,3.5961423,3.0806289,2.4669316,1.7779903,1.0383015,0.2781804,-0.4643069,-1.1445677,-1.7155079,-2.1337762,-2.3660233,-2.3933508,-2.214321,-1.8470423,-1.3291627,-0.7145126,-0.06745186,0.54307157,1.0498847,1.395354,1.5394002,1.4656346,1.1842577,0.7311385,0.1640793,-0.44280857,-1.0081986,-1.456433,-1.7303448,-1.8002908,-1.6679974,-1.3641973,-0.9406768,-0.46034455,0.011226211,0.41234952,0.69133174,0.81271577,0.7626238,0.5517593,0.21486627,-0.19398212,-0.60951036,-0.96514535,-1.2034341,-1.2855711,-1.19786,-0.9530621,-0.58573544,-0.14288299,0.326292,0.7777144,1.1759249,1.4951354,1.7192582,1.8414638,1.8629403,1.7904352,1.6333259,1.4013063,1.102994,0.74564934,0.3362015,-0.116971344,-0.6026031,-1.1056746,-1.6065223,-2.08013,-2.4961774,-2.8197117,-3.0131185,-3.041285,-2.8797092,-2.521446,-1.9790725,-1.2819531,-0.47117144,0.40595192,1.3004768,2.1650536,2.9560647,3.635623,4.17407,4.5524697,4.7634025,4.807832,4.6884007,4.403987,3.9495375,3.3203185,2.5183551,1.5593235,0.477123,-0.6763333,-1.8366495,-2.9361866,-3.9132307,-4.717848,-5.314606,-5.683932,-5.822277,-5.740079,-5.4576674,-5.0009165,-4.3988433,-3.6839776,-2.892765,-2.0623865,-1.2254596,-0.40740752,0.37247652,1.0992938,1.7623564,2.3556755,2.8765843,3.3221343,3.6859956,3.9576538,4.123543,4.16963,4.0848355,3.8643317,3.5119536,3.0416043,2.478042,1.8563035,1.2179302,0.6045157,0.05220345,-0.41063687,-0.7639755,-0.9966914,-1.1070532,-1.1028438,-1.0014818,-0.82982975,-0.6227724,-0.42041185,-0.26460993,-0.19545716,-0.24726874,-0.44319022,-0.788954,-1.26865,-1.8456255,-2.4688835,-3.0817385,-3.6287985,-4.060096,-4.3333244,-4.415039,-4.281619,-3.9210908,-3.335808,-2.544459,-1.5820844,-0.49787223,0.64850914,1.7911657,2.862628,3.798833,4.5439463,5.054636,5.3038635,5.284022,5.008579,4.511021,3.8400233,3.0515544,2.201106,1.3392439,0.51073706,-0.24521369,-0.89543897,-1.414016
