,,,,,,"ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)",CV,CV
,,,,,,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,WCV,pval
parc,measure,connections,metric,stat,map,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaefer100,pearson,all,original,auc,DAT,0.6277076631388698,4.631357211328351,111,111,6.392314247210066e-15,[0.49 0.73],0.7712781322518308,4.631357211328351,111,111,6.392314247210066e-15,[0.66 0.85],0.6448458293541228,4.631357211328351,111,111,6.392314247210066e-15,[0.52 0.74],0.7840805719856829,4.631357211328351,111,111,6.392314247210066e-15,[0.69 0.85],0.19781220570922622,0.001
Schaefer100,pearson,all,original,auc,FDOPA,0.621617867724367,4.690847489614286,111,111,4.02080776919052e-15,[0.47 0.73],0.7666638116126456,4.690847489614286,111,111,4.02080776919052e-15,[0.64 0.85],0.6485584961378826,4.690847489614286,111,111,4.02080776919052e-15,[0.53 0.74],0.7868189059196579,4.690847489614286,111,111,4.02080776919052e-15,[0.69 0.85],1.1399150125055533,0.122
Schaefer100,pearson,all,original,auc,GABAa5,0.6126869560510692,4.404050871429712,111,111,3.8780123313859295e-14,[0.47 0.72],0.7598337095146284,4.404050871429712,111,111,3.8780123313859295e-14,[0.64 0.84],0.6299072589094865,4.404050871429712,111,111,3.8780123313859295e-14,[0.5  0.73],0.7729363194945646,4.404050871429712,111,111,3.8780123313859295e-14,[0.67 0.84],1.3142178998809844,0.30900000000000005
Schaefer100,pearson,all,original,auc,GABAa,0.6482809411096039,4.654874552818286,111,111,5.319724193834035e-15,[0.53 0.74],0.786614617618752,4.654874552818286,111,111,5.319724193834035e-15,[0.69 0.85],0.6463228350479964,4.654874552818286,111,111,5.319724193834035e-15,[0.52 0.74],0.7851714393904445,4.654874552818286,111,111,5.319724193834035e-15,[0.69 0.85],0.4824508780248397,0.001
Schaefer100,pearson,all,original,auc,HDAC,0.5784625750807305,3.7231507987729313,111,111,1.1726291571802613e-11,[0.44 0.69],0.73294430189597,3.7231507987729313,111,111,1.1726291571802613e-11,[0.61 0.82],0.5765538545752981,3.7231507987729313,111,111,1.1726291571802613e-11,[0.44 0.69],0.7314102882081548,3.7231507987729313,111,111,1.1726291571802613e-11,[0.61 0.82],0.37635037809190286,0.001
Schaefer100,pearson,all,original,auc,KOR,0.6111720492551641,4.166615123541303,111,111,2.6923892941274014e-13,[0.48 0.71],0.7586676414076393,4.166615123541303,111,111,2.6923892941274014e-13,[0.65 0.83],0.6128993640561405,4.166615123541303,111,111,2.6923892941274014e-13,[0.48 0.72],0.7599970310792524,4.166615123541303,111,111,2.6923892941274014e-13,[0.65 0.83],0.1582882353058093,0.001
Schaefer100,pearson,all,original,auc,M1,0.5224606108369756,3.169892435392213,111,111,1.7361769343266055e-09,[0.37 0.65],0.6863371139037243,3.169892435392213,111,111,1.7361769343266055e-09,[0.54 0.78],0.5203713210861557,3.169892435392213,111,111,1.7361769343266055e-09,[0.37 0.64],0.6845318822699202,3.169892435392213,111,111,1.7361769343266055e-09,[0.54 0.78],15.74879050079387,0.781
Schaefer100,pearson,all,original,auc,mGluR5,0.5589203462713457,3.7550224186272065,111,111,8.879410292009337e-12,[0.41 0.68],0.7170608140540107,3.7550224186272065,111,111,8.879410292009337e-12,[0.58 0.81],0.5793920987280208,3.7550224186272065,111,111,8.879410292009337e-12,[0.44 0.69],0.733690005407321,3.7550224186272065,111,111,8.879410292009337e-12,[0.61 0.82],0.2863334238730524,0.001
Schaefer100,pearson,all,original,auc,MOR,0.6481660440666176,4.757816004818213,111,111,2.3954999362439476e-15,[0.53 0.74],0.7865300300294491,4.757816004818213,111,111,2.3954999362439476e-15,[0.69 0.85],0.6526460730376978,4.757816004818213,111,111,2.3954999362439476e-15,[0.53 0.75],0.7898195308546389,4.757816004818213,111,111,2.3954999362439476e-15,[0.69 0.86],0.3939044527517926,0.001
Schaefer100,pearson,all,original,auc,NET,0.6852551643195683,5.344304222136485,111,111,3.055966242354304e-17,[0.57 0.77],0.813236094839376,5.344304222136485,111,111,3.055966242354304e-17,[0.73 0.87],0.6847566052993456,5.344304222136485,111,111,3.055966242354304e-17,[0.57 0.77],0.8128849035468585,5.344304222136485,111,111,3.055966242354304e-17,[0.73 0.87],0.15915744484275576,0.001
