,,,,,,"ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)",CV,CV
,,,,,,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,WCV,pval
parc,measure,connections,metric,stat,map,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaefer100,pearson,all,original,auc,Visual,0.579953152703807,3.7599998451101477,111,111,8.502846132963717e-12,[0.44 0.69],0.7341396821941473,3.7599998451101477,111,111,8.502846132963717e-12,[0.61 0.82],0.5798319191008883,3.7599998451101477,111,111,8.502846132963717e-12,[0.44 0.69],0.7340425422356087,3.7599998451101477,111,111,8.502846132963717e-12,[0.61 0.82],0.11358965412039115,0.001
Schaefer100,pearson,all,inverted,auc,Auditory,0.5933946955088634,3.9414047875330844,111,111,1.7839568367706535e-12,[0.46 0.7 ],0.7448182138190915,3.9414047875330844,111,111,1.7839568367706535e-12,[0.63 0.82],0.5952567972075674,3.9414047875330844,111,111,1.7839568367706535e-12,[0.46 0.7 ],0.7462833548172814,3.9414047875330844,111,111,1.7839568367706535e-12,[0.63 0.83],0.14870974454068608,0.001
Schaefer100,pearson,all,inverted,auc,Cingulo-Opercular,0.5896053271193405,4.123227225256189,111,111,3.860034536066209e-13,[0.44 0.7 ],0.7418260584063525,4.123227225256189,111,111,3.860034536066209e-13,[0.61 0.83],0.6096210626496291,4.123227225256189,111,111,3.860034536066209e-13,[0.48 0.71],0.7574715276726309,4.123227225256189,111,111,3.860034536066209e-13,[0.65 0.83],0.13006107892258081,0.001
Schaefer100,pearson,all,inverted,auc,Dorsal Attention,0.5112466095794078,3.243958046026696,111,111,8.73048105064389e-10,[0.36 0.64],0.676589255967551,3.243958046026696,111,111,8.73048105064389e-10,[0.52 0.78],0.5287418069854739,3.243958046026696,111,111,8.73048105064389e-10,[0.38 0.65],0.6917346075961642,3.243958046026696,111,111,8.73048105064389e-10,[0.55 0.79],0.13758640273587594,0.001
Schaefer100,pearson,all,inverted,auc,Default Mode,0.530151974071521,3.3496254269412584,111,111,3.3060353603699746e-10,[0.38 0.65],0.6929402870498681,3.3496254269412584,111,111,3.3060353603699746e-10,[0.55 0.79],0.5401902914186247,3.3496254269412584,111,111,3.3060353603699746e-10,[0.39 0.66],0.7014591566098901,3.3496254269412584,111,111,3.3060353603699746e-10,[0.57 0.79],0.1322925336932051,0.001
Schaefer100,pearson,all,inverted,auc,Frontoparietal,0.6434199668316992,4.624372605319045,111,111,6.7513944226207405e-15,[0.52 0.74],0.7830256170881623,4.624372605319045,111,111,6.7513944226207405e-15,[0.69 0.85],0.6444047824803475,4.624372605319045,111,111,6.7513944226207405e-15,[0.52 0.74],0.7837544494468762,4.624372605319045,111,111,6.7513944226207405e-15,[0.69 0.85],0.16935804622775058,0.001
Schaefer100,pearson,all,inverted,auc,Medial Parietal,0.6023232630128109,4.050436787124388,111,111,7.094986294113272e-13,[0.47 0.71],0.7518124175271307,4.050436787124388,111,111,7.094986294113272e-13,[0.64 0.83],0.6039946475325042,4.050436787124388,111,111,7.094986294113272e-13,[0.47 0.71],0.7531130461833596,4.050436787124388,111,111,7.094986294113272e-13,[0.64 0.83],0.22269599278215457,0.001
Schaefer100,pearson,all,inverted,auc,Occipital Parietal,0.4886265986895793,2.9644341080499905,111,111,1.202514618751269e-08,[0.34 0.62],0.6564797365836558,2.9644341080499905,111,111,1.202514618751269e-08,[0.5  0.76],0.49551437973482887,2.9644341080499905,111,111,1.202514618751269e-08,[0.34 0.62],0.6626674894596319,2.9644341080499905,111,111,1.202514618751269e-08,[0.51 0.77],0.16477308313830724,0.001
Schaefer100,pearson,all,inverted,auc,Dorsal Somatomotor,0.6200833132506445,4.276496240986273,111,111,1.0905218030341364e-13,[0.49 0.72],0.7654955867750621,4.276496240986273,111,111,1.0905218030341364e-13,[0.66 0.84],0.6209605941790335,4.276496240986273,111,111,1.0905218030341364e-13,[0.49 0.72],0.7661637135522482,4.276496240986273,111,111,1.0905218030341364e-13,[0.66 0.84],0.14225421877703087,0.001
Schaefer100,pearson,all,inverted,auc,Lateral Somatomotor,0.5830152379032322,3.8980079097497677,111,111,2.583804299450547e-12,[0.45 0.69],0.7365882828461708,3.8980079097497677,111,111,2.583804299450547e-12,[0.62 0.82],0.5916707288244911,3.8980079097497677,111,111,2.583804299450547e-12,[0.46 0.7 ],0.7434587042528102,3.8980079097497677,111,111,2.583804299450547e-12,[0.63 0.82],0.1346985433750916,0.001
