parc,metric,map,effect,converged,df_model,df_resid,beta,chi2,p,pmeff
Schaefer200Subcortical,original,5HT2a,session,True,7,98,-0.0881700394674321,0.19725608471831074,0.6569448313514105,0.9999924645651238
Schaefer200Subcortical,original,5HT2a,treat*session,True,7,98,-0.0881700394674321,0.07259925915470682,0.7875891870888077,0.9999999618303977
Schaefer200Subcortical,original,5HT4,treat,True,7,98,-0.037077792674013746,0.0008944440236487737,0.9761410181588885,1.0
Schaefer200Subcortical,original,5HT4,session,True,7,98,-0.037077792674013746,1.002833864396499,0.3166257658749956,0.9849681775809259
Schaefer200Subcortical,original,5HT4,treat*session,True,7,98,-0.037077792674013746,0.013550439687846564,0.9073304983817687,0.9999999999959276
Schaefer200Subcortical,original,5HT6,treat,True,7,98,-0.4142059480310455,0.11327569647565452,0.7364451833937875,0.9999995881358038
Schaefer200Subcortical,original,5HT6,session,True,7,98,-0.4142059480310455,0.731844510821942,0.39228596336162724,0.9958775599448286
Schaefer200Subcortical,original,5HT6,treat*session,True,7,98,-0.4142059480310455,1.266032455378849,0.260512310238588,0.9641173185894599
Schaefer200Subcortical,original,5HTT,treat,True,7,98,-0.3042906829730378,1.0560557881307664,0.30411649517535033,0.9816400842456509
Schaefer200Subcortical,original,5HTT,session,True,7,98,-0.3042906829730378,0.8826366130881821,0.3474805479250096,0.9909680519514087
Schaefer200Subcortical,original,5HTT,treat*session,True,7,98,-0.3042906829730378,1.3150515198140815,0.25148208290945234,0.958979248804689
Schaefer200Subcortical,original,MOR,treat,True,7,98,0.08819541745425477,0.01566998864267707,0.9003811887404882,0.9999999999909612
