parc,metric,map,effect,converged,df_model,df_resid,beta,chi2,p,pmeff
Schaefer200Subcortical,inverted,VAChT,treat,True,9,152,,1.5371417698601875,0.4636752403120079,0.9985647838029142
Schaefer200Subcortical,inverted,VAChT,session,True,9,152,,0.05706770438308727,0.811192061035335,0.9999999753020837
Schaefer200Subcortical,inverted,VAChT,treat*session,True,9,152,,3.8141390901735432,0.1485149659385012,0.8153610950356083
Schaefer200Subcortical,inverted,FDOPA,treat,True,9,152,,0.6449740981451134,0.7243453126897585,0.9999986831249386
Schaefer200Subcortical,inverted,FDOPA,session,True,9,152,,0.3941620253119389,0.5301197376263261,0.9996424390849755
Schaefer200Subcortical,inverted,FDOPA,treat*session,True,9,152,,3.0829587697434757,0.2140641837481502,0.9204276741678501
Schaefer200Subcortical,inverted,D1,treat,True,9,152,,1.632747737166208,0.44203161664875934,0.997825009278359
Schaefer200Subcortical,inverted,D1,session,True,9,152,,0.0052011551876937736,0.9425071780490992,0.9999999999999074
Schaefer200Subcortical,inverted,D1,treat*session,True,9,152,,5.164143614941343,0.07561717738862116,0.5622937870677883
Schaefer200Subcortical,inverted,D23,treat,True,9,152,,4.624013564604032,0.09906225557433321,0.6658451597462279
Schaefer200Subcortical,inverted,D23,session,True,9,152,,0.13595592104568147,0.7123349409699853,0.9999979385879643
Schaefer200Subcortical,inverted,D23,treat*session,True,9,152,,0.44842786588501354,0.7991441528206243,0.9999999526913309
Schaefer200Subcortical,inverted,DAT,treat,True,9,152,,1.0776549452795336,0.5834319413877342,0.9998991244416492
Schaefer200Subcortical,inverted,DAT,session,True,9,152,,1.851388360714293,0.17362200609852554,0.8651839380381441
Schaefer200Subcortical,inverted,DAT,treat*session,True,9,152,,0.8224754499676605,0.6628293417753944,0.9999890654321838
Schaefer200Subcortical,inverted,5HT1a,treat,True,9,152,,0.6018506859047305,0.7401330268307689,0.9999992914050579
Schaefer200Subcortical,inverted,5HT1a,session,True,9,152,,2.31292134906318,0.12830271349602526,0.7637442201995942
Schaefer200Subcortical,inverted,5HT1a,treat*session,True,9,152,,0.9874850167585691,0.6103379197592668,0.9999499865935425
Schaefer200Subcortical,inverted,5HT1b,treat,True,9,152,,2.1050604647505176,0.3490534445088782,0.989015101562085
Schaefer200Subcortical,inverted,5HT1b,session,True,9,152,,0.08749892659014649,0.7673811620697382,0.999999778734375
Schaefer200Subcortical,inverted,5HT1b,treat*session,True,9,152,,14.468894974817703,0.0007213057206860179,0.0075533059972527905
Schaefer200Subcortical,inverted,5HT2a,treat,True,9,152,,1.4635114777618214,0.48106362607563624,0.9989848894399582
Schaefer200Subcortical,inverted,5HT2a,session,True,9,152,,1.1077131623424097,0.2925795970224539,0.973669339405253
Schaefer200Subcortical,inverted,5HT2a,treat*session,True,9,152,,12.852035365192586,0.0016188849283062694,0.01688039356108706
Schaefer200Subcortical,inverted,5HT4,treat,True,9,152,,4.6425657488964465,0.09814759376558915,0.662263231348404
Schaefer200Subcortical,inverted,5HT4,session,True,9,152,,1.702125323575886,0.19201026554283615,0.8935731442447801
Schaefer200Subcortical,inverted,5HT4,treat*session,True,9,152,,4.655254275342952,0.0975268906299729,0.6598127319637059
Schaefer200Subcortical,inverted,5HT6,treat,True,9,152,,4.057825331620967,0.13147840441779018,0.7726332132496057
Schaefer200Subcortical,inverted,5HT6,session,True,9,152,,0.19376244563574638,0.6598034425305493,0.9999879891744726
Schaefer200Subcortical,inverted,5HT6,treat*session,True,9,152,,20.938631196117317,2.839448567398987e-05,0.00029831959164772215
Schaefer200Subcortical,inverted,5HTT,treat,True,9,152,,1.1402179684267555,0.5654638087128641,0.9998427840988673
Schaefer200Subcortical,inverted,5HTT,session,True,9,152,,0.591619802403234,0.44179343387186043,0.9978152336193017
Schaefer200Subcortical,inverted,5HTT,treat*session,True,9,152,,0.8171192863869479,0.6646068320355014,0.9999896561880739
Schaefer200Subcortical,inverted,MOR,treat,True,9,152,,5.070125561078,0.0792567433274717,0.5800672806645093
Schaefer200Subcortical,inverted,MOR,session,True,9,152,,0.015403864582620738,0.9012263544568034,0.9999999999727089
Schaefer200Subcortical,inverted,MOR,treat*session,True,9,152,,3.063653430583552,0.2161404793591395,0.9226090123071726
Schaefer200Subcortical,inverted,KOR,treat,True,9,152,,4.850066423943364,0.0884751805580999,0.6222010991009721
Schaefer200Subcortical,inverted,KOR,session,True,9,152,,1.4504501109193313,0.22845574214236702,0.9344722876326697
Schaefer200Subcortical,inverted,KOR,treat*session,True,9,152,,1.9469137183568004,0.3777748638136153,0.9931629455596688
Schaefer200Subcortical,inverted,CB1,treat,True,9,152,,3.0759106246451524,0.21481989226557577,0.9212279715502386
Schaefer200Subcortical,inverted,CB1,session,True,9,152,,4.786765257433169,0.02867923762610327,0.26343489746872295
Schaefer200Subcortical,inverted,CB1,treat*session,True,9,152,,0.2990532841263917,0.8611154958206302,0.9999999990198565
